product_id,product_name,category,price,brand,model,gpu,processor,size,description
225,IdeaPad,laptop,103633.6,Asus,Model M26,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Asus IdeaPad with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
226,Inspiron,laptop,277253.2,Lenovo,Model O68,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Lenovo Inspiron with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
227,IdeaPad,laptop,138997.6,Lenovo,Model Y38,Nvidia GTX 1650,Intel i5,15.6,"Lenovo IdeaPad with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
228,Inspiron,laptop,340849.6,Asus,Model T97,Nvidia GTX 1650,Intel i5,15.6,"Asus Inspiron with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
229,ZenBook,laptop,250261.2,Asus,Model R30,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Asus ZenBook with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
230,Pavilion,laptop,399996.8,Asus,Model B12,Nvidia RTX 2060,Intel i7,17,"Asus Pavilion with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
231,ZenBook,laptop,290295.6,Dell,Model T43,Nvidia GTX 1650,Intel i5,15.6,"Dell ZenBook with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
232,Inspiron,laptop,371137.2,Dell,Model T83,Nvidia RTX 2060,Intel i7,17,"Dell Inspiron with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
233,ZenBook,laptop,173233.2,Acer,Model S6,Nvidia RTX 2060,Intel i7,17,"Acer ZenBook with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
234,Aspire,laptop,230921.6,HP,Model G86,Nvidia GTX 1660,AMD Ryzen 7,15.6,"HP Aspire with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
235,ZenBook,laptop,306227.6,HP,Model C28,Nvidia GTX 1660,AMD Ryzen 7,15.6,"HP ZenBook with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
236,ZenBook,laptop,96317.2,Acer,Model R21,Nvidia GTX 1650,Intel i5,15.6,"Acer ZenBook with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
237,Pavilion,laptop,252162.4,Asus,Model D28,Nvidia GTX 1650,Intel i5,15.6,"Asus Pavilion with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
238,Pavilion,laptop,356966.4,Asus,Model L99,Nvidia GTX 1650,Intel i5,15.6,"Asus Pavilion with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
239,Inspiron,laptop,250896.8,Dell,Model P91,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Dell Inspiron with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
240,Pavilion,laptop,82689.6,Acer,Model E8,Nvidia GTX 1650,Intel i5,15.6,"Acer Pavilion with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
241,Pavilion,laptop,130953.2,Asus,Model J87,Nvidia RTX 2060,Intel i7,17,"Asus Pavilion with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
242,Inspiron,laptop,294156.8,Dell,Model J9,Nvidia GTX 1650,Intel i5,15.6,"Dell Inspiron with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
243,IdeaPad,laptop,197181.6,Acer,Model F71,Nvidia GTX 1650,Intel i5,15.6,"Acer IdeaPad with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
244,Pavilion,laptop,395133.2,Dell,Model M41,Nvidia GTX 1650,Intel i5,15.6,"Dell Pavilion with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
245,ZenBook,laptop,264188.4,Dell,Model I60,Nvidia GTX 1650,Intel i5,15.6,"Dell ZenBook with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
246,Pavilion,laptop,33160.4,HP,Model K73,Nvidia RTX 2060,Intel i7,17,"HP Pavilion with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
247,Aspire,laptop,223344.8,Dell,Model X31,Nvidia RTX 2060,Intel i7,17,"Dell Aspire with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
248,Aspire,laptop,36738.8,Dell,Model G2,Nvidia GTX 1650,Intel i5,15.6,"Dell Aspire with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
249,Aspire,laptop,404630.8,Asus,Model M44,Nvidia GTX 1650,Intel i5,15.6,"Asus Aspire with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
250,ZenBook,laptop,284793.6,Asus,Model R51,Nvidia RTX 2060,Intel i7,17,"Asus ZenBook with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
251,Inspiron,laptop,304990.0,Acer,Model C8,Nvidia RTX 2060,Intel i7,17,"Acer Inspiron with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
252,Inspiron,laptop,227040.8,Asus,Model U39,Nvidia RTX 2060,Intel i7,17,"Asus Inspiron with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
253,Aspire,laptop,255054.8,Acer,Model V34,Nvidia GTX 1650,Intel i5,15.6,"Acer Aspire with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
254,Aspire,laptop,260489.6,HP,Model E86,Nvidia GTX 1660,AMD Ryzen 7,15.6,"HP Aspire with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
255,Aspire,laptop,96115.6,Lenovo,Model S19,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Lenovo Aspire with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
256,Pavilion,laptop,310060.8,Dell,Model A19,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Dell Pavilion with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
257,Pavilion,laptop,203053.2,HP,Model I90,Nvidia RTX 2060,Intel i7,17,"HP Pavilion with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
258,Inspiron,laptop,286440.0,HP,Model O25,Nvidia GTX 1650,Intel i5,15.6,"HP Inspiron with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
259,ZenBook,laptop,91078.4,Asus,Model D49,Nvidia GTX 1650,Intel i5,15.6,"Asus ZenBook with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
260,Pavilion,laptop,188745.2,Dell,Model V19,Nvidia GTX 1650,Intel i5,15.6,"Dell Pavilion with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
261,ZenBook,laptop,294910.0,Dell,Model G4,Nvidia GTX 1650,Intel i5,15.6,"Dell ZenBook with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
262,Aspire,laptop,370580.0,Dell,Model D69,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Dell Aspire with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
263,Pavilion,laptop,225383.2,Acer,Model B33,Nvidia GTX 1650,Intel i5,15.6,"Acer Pavilion with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
264,Pavilion,laptop,267486.8,Dell,Model W60,Nvidia RTX 2060,Intel i7,17,"Dell Pavilion with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
265,Inspiron,laptop,231341.6,Asus,Model O8,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Asus Inspiron with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
266,Pavilion,laptop,201723.2,Dell,Model N90,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Dell Pavilion with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
267,IdeaPad,laptop,298715.2,HP,Model Z9,Nvidia RTX 2060,Intel i7,17,"HP IdeaPad with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
268,Pavilion,laptop,43926.4,Dell,Model E7,Nvidia RTX 2060,Intel i7,17,"Dell Pavilion with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
269,Inspiron,laptop,114170.0,Dell,Model F53,Nvidia GTX 1650,Intel i5,15.6,"Dell Inspiron with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
270,Inspiron,laptop,396715.2,Asus,Model Z66,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Asus Inspiron with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
271,Aspire,laptop,284314.8,Dell,Model P77,Nvidia RTX 2060,Intel i7,17,"Dell Aspire with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
272,IdeaPad,laptop,136427.2,Asus,Model D35,Nvidia RTX 2060,Intel i7,17,"Asus IdeaPad with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
273,Pavilion,laptop,365814.4,Asus,Model T12,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Asus Pavilion with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
274,Pavilion,laptop,267128.4,Dell,Model K1,Nvidia GTX 1650,Intel i5,15.6,"Dell Pavilion with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
275,Inspiron,laptop,327210.8,HP,Model G80,Nvidia GTX 1650,Intel i5,15.6,"HP Inspiron with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
276,Aspire,laptop,45323.6,Lenovo,Model C59,Nvidia RTX 2060,Intel i7,17,"Lenovo Aspire with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
277,Pavilion,laptop,74068.4,Acer,Model P94,Nvidia GTX 1650,Intel i5,15.6,"Acer Pavilion with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
278,IdeaPad,laptop,132028.4,Lenovo,Model V9,Nvidia RTX 2060,Intel i7,17,"Lenovo IdeaPad with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
279,Inspiron,laptop,132932.8,Acer,Model Q45,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Acer Inspiron with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
280,ZenBook,laptop,369597.2,Asus,Model K69,Nvidia GTX 1650,Intel i5,15.6,"Asus ZenBook with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
281,Aspire,laptop,370328.0,HP,Model W61,Nvidia GTX 1660,AMD Ryzen 7,15.6,"HP Aspire with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
282,ZenBook,laptop,29579.2,Dell,Model R76,Nvidia RTX 2060,Intel i7,17,"Dell ZenBook with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
283,Aspire,laptop,187574.8,Lenovo,Model M32,Nvidia RTX 2060,Intel i7,17,"Lenovo Aspire with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
284,Pavilion,laptop,224344.4,Dell,Model F51,Nvidia GTX 1650,Intel i5,15.6,"Dell Pavilion with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
285,Aspire,laptop,280901.6,Lenovo,Model K81,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Lenovo Aspire with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
286,Pavilion,laptop,222157.6,Asus,Model V43,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Asus Pavilion with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
287,Inspiron,laptop,27890.8,Acer,Model R56,Nvidia RTX 2060,Intel i7,17,"Acer Inspiron with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
288,ZenBook,laptop,163615.2,Acer,Model C45,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Acer ZenBook with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
289,ZenBook,laptop,258185.2,Dell,Model L48,Nvidia GTX 1650,Intel i5,15.6,"Dell ZenBook with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
290,Aspire,laptop,239276.8,Asus,Model V32,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Asus Aspire with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
291,Aspire,laptop,260433.6,Asus,Model A44,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Asus Aspire with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
292,Inspiron,laptop,208135.2,Lenovo,Model T43,Nvidia GTX 1650,Intel i5,15.6,"Lenovo Inspiron with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
293,IdeaPad,laptop,245131.6,Dell,Model U63,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Dell IdeaPad with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
294,Aspire,laptop,277426.8,Lenovo,Model Y34,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Lenovo Aspire with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
295,ZenBook,laptop,386436.4,Asus,Model L5,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Asus ZenBook with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."
296,Aspire,laptop,163130.8,Asus,Model I57,Nvidia GTX 1650,Intel i5,15.6,"Asus Aspire with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
297,Pavilion,laptop,343792.4,Lenovo,Model G79,Nvidia GTX 1650,Intel i5,15.6,"Lenovo Pavilion with Nvidia GTX 1650 RAM, Intel i5 storage, and a 15.6 battery."
298,Aspire,laptop,397507.6,Lenovo,Model P69,Nvidia RTX 2060,Intel i7,17,"Lenovo Aspire with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
299,Inspiron,laptop,248385.2,HP,Model Z40,Nvidia RTX 2060,Intel i7,17,"HP Inspiron with Nvidia RTX 2060 RAM, Intel i7 storage, and a 17 battery."
300,Pavilion,laptop,347373.6,Dell,Model M34,Nvidia GTX 1660,AMD Ryzen 7,15.6,"Dell Pavilion with Nvidia GTX 1660 RAM, AMD Ryzen 7 storage, and a 15.6 battery."